"Id","SalePrice"
1461,125901.617440946
1462,150402.473157566
1463,180111.731489129
1464,185755.500636086
1465,191559.395681537
1466,183345.934010465
1467,171437.71798499
1468,175897.710847838
1469,176125.040580946
1470,128667.655215014
1471,192928.727255408
1472,96649.7348732587
1473,97780.9626078923
1474,151226.855972886
1475,128321.381556549
1476,358783.09817846
1477,251329.839673995
1478,300038.662400674
1479,295764.164683654
1480,452867.086544436
1481,314000.921872927
1482,207372.085672306
1483,181679.399012414
1484,173850.150250514
1485,176801.277713483
1486,200468.712260521
1487,311443.903962696
1488,233193.435248499
1489,205559.086805513
1490,216946.662473052
1491,191674.29145048
1492,103335.78842988
1493,174811.102723164
1494,293876.26019948
1495,285815.744248732
1496,237081.589831679
1497,181806.130961285
1498,156327.789819052
1499,154703.11290694
1500,163511.781412238
1501,172529.816027466
1502,162528.814192593
1503,262063.998045195
1504,232180.288626527
1505,219013.610248148
1506,179818.154111204
1507,234947.092282217
1508,187028.728975908
1509,162889.145189245
1510,150773.291993843
1511,148759.426556652
1512,164043.768458306
1513,147324.154285369
1514,141983.208578604
1515,173914.196668333
1516,148611.042369615
1517,150219.626134426
1518,134317.510589567
1519,215015.033546999
1520,140424.193647531
1521,143326.671681205
1522,160533.789961713
1523,118518.848115825
1524,124778.442351876
1525,125630.166829562
1526,127224.88181978
1527,107932.558773143
1528,127948.181002996
1529,144228.071226238
1530,163012.683879968
1531,132341.949810395
1532,101956.200179471
1533,138128.504763629
1534,116982.595857249
1535,144623.026186208
1536,119221.394923126
1537,89900.4527766479
1538,144705.413577034
1539,173307.571689265
1540,112421.68315955
1541,139083.322715746
1542,137194.27159914
1543,176324.420629412
1544,90341.7894873934
1545,105575.280018177
1546,126845.971899932
1547,136559.653319423
1548,129883.227306356
1549,115034.830661628
1550,141250.514871224
1551,115980.337429081
1552,140095.216840341
1553,134677.102471572
1554,116432.518254177
1555,174671.749129855
1556,109284.615284804
1557,113622.926702662
1558,100231.271735068
1559,106700.502634767
1560,142713.477147162
1561,132769.088866654
1562,128509.74441656
1563,126321.957842373
1564,157733.146711917
1565,157750.808301774
1566,220720.47454233
1567,90206.5136640614
1568,218525.448446819
1569,142385.614761293
1570,138996.711468671
1571,129759.922488264
1572,142660.029880247
1573,220153.473739787
1574,122305.647799282
1575,215631.239630762
1576,221234.00707625
1577,198484.354200862
1578,142757.158780182
1579,144557.811876089
1580,188571.260818585
1581,142333.189936978
1582,128810.481444023
1583,307016.680835629
1584,235983.153454893
1585,140224.135756046
1586,82491.3125312059
1587,108318.384537948
1588,145808.827305484
1589,102942.837456894
1590,131808.030233742
1591,105384.54530637
1592,123298.269428404
1593,120602.4384713
1594,125692.229285153
1595,123242.156909644
1596,208236.544334225
1597,168665.40914988
1598,185362.839195115
1599,171615.27908998
1600,175900.162255155
1601,74715.1310544505
1602,112341.32870009
1603,91679.1802256552
1604,275223.257462936
1605,231840.147135905
1606,166292.241547688
1607,158011.240721692
1608,214552.683033371
1609,195514.518675545
1610,169990.527278007
1611,150860.022266829
1612,177494.153392353
1613,167897.95944726
1614,124641.251520512
1615,91191.0535752506
1616,86194.4604534184
1617,89413.9646538967
1618,127524.389706748
1619,135857.113513016
1620,160897.677485353
1621,143898.687056977
1622,144504.855442483
1623,244741.067883957
1624,210575.145064639
1625,123421.063006146
1626,167389.011926755
1627,184148.718122685
1628,261775.830884003
1629,176814.92920261
1630,318580.69510712
1631,203004.105367328
1632,241448.831032631
1633,174218.777287057
1634,185966.288324956
1635,181469.840723056
1636,167779.11853202
1637,183944.929032892
1638,199915.83239494
1639,181801.429138665
1640,235035.614523422
1641,180765.735342532
1642,232405.554943233
1643,225510.84830565
1644,229864.735579677
1645,185405.855307018
1646,161350.497301488
1647,161491.643623373
1648,141434.414823286
1649,139401.819147636
1650,123197.875924214
1651,124987.073397829
1652,94759.2726907702
1653,98199.0278194171
1654,152604.411329513
1655,145816.166208021
1656,148399.670943468
1657,152055.747413699
1658,152002.994792215
1659,133953.131133907
1660,152274.680943687
1661,420452.549740991
1662,343101.655888208
1663,360605.961757184
1664,420606.56111835
1665,310555.121689791
1666,329985.387106053
1667,339367.37673459
1668,325791.264959041
1669,290850.888461876
1670,335080.921538248
1671,261237.331886111
1672,440381.416805818
1673,298641.47183909
1674,254628.363001814
1675,196399.896762719
1676,197570.077847715
1677,212808.791124515
1678,435620.071134709
1679,379124.637913169
1680,316133.067401111
1681,248674.097352496
1682,312974.442462636
1683,191926.444553609
1684,174560.302087295
1685,176038.10014871
1686,171574.55139988
1687,170493.760949665
1688,192561.250820277
1689,191931.99281268
1690,185593.502884761
1691,180583.982883046
1692,255803.715098916
1693,174375.469915084
1694,184424.811909393
1695,171699.370454998
1696,257345.012582109
1697,171055.034837793
1698,329214.771343529
1699,313970.108570043
1700,251623.081150697
1701,265137.19166115
1702,251081.197043278
1703,252176.949430636
1704,281779.321698093
1705,230358.62617791
1706,383937.513045734
1707,224625.772575183
1708,212086.214422672
1709,256105.204118666
1710,223531.468906796
1711,264042.421849607
1712,251527.458108029
1713,270257.523737906
1714,215994.270297664
1715,204673.921580339
1716,174098.302477742
