"Id","SalePrice"
1461,119071.676947268
1462,153096.22236193
1463,171712.489166031
1464,191656.01165681
1465,197445.768197342
1466,170425.386208421
1467,177739.811205229
1468,163836.289781027
1469,194915.612784039
1470,118722.096597331
1471,201421.58518187
1472,105936.502544204
1473,101780.156586112
1474,153774.962321659
1475,132329.456423126
1476,346099.408325823
1477,243504.07762121
1478,279142.476560167
1479,272960.835906614
1480,467766.759354062
1481,315330.943395521
1482,215965.575645995
1483,173029.853731924
1484,173579.058755827
1485,186006.278435927
1486,200848.520633208
1487,309599.610589082
1488,243974.67004355
1489,187164.743112638
1490,211568.288364005
1491,192446.225886388
1492,93440.3881659901
1493,181188.704536903
1494,278899.688334026
1495,286526.484195323
1496,225082.512422292
1497,182304.220580551
1498,160071.424222972
1499,160690.18181487
1500,151484.330897569
1501,164809.800626122
1502,155937.707851069
1503,265190.814223846
1504,235722.580778469
1505,216965.793860484
1506,185339.639804299
1507,248830.908090173
1508,192225.339910738
1509,156614.433509292
1510,138284.928139957
1511,145698.933217696
1512,168317.395942383
1513,149038.586724469
1514,155447.708824119
1515,203252.936626289
1516,152547.694598322
1517,174250.060175039
1518,141202.211977578
1519,214714.509241914
1520,126640.006447272
1521,126804.677484339
1522,173840.577255257
1523,111422.891642008
1524,117795.334937733
1525,119413.912029677
1526,117980.420477666
1527,108970.529229535
1528,144084.570221227
1529,138756.831837999
1530,182690.025383765
1531,115413.6426258
1532,100547.46495741
1533,139998.373274345
1534,125327.682120749
1535,148646.118606754
1536,108638.089618114
1537,71839.1963575553
1538,153735.106441198
1539,196379.301045544
1540,102346.970311156
1541,138612.395785486
1542,133860.271242111
1543,182736.715345174
1544,85463.9609095321
1545,118850.716790308
1546,133346.055847381
1547,122534.192057059
1548,130098.800846818
1549,118701.71147303
1550,128005.922896491
1551,114916.508326424
1552,129241.222956591
1553,138732.928775854
1554,125539.329040476
1555,155503.445974378
1556,95801.6894385799
1557,105004.852691131
1558,106840.417103805
1559,89388.8145675641
1560,143423.156359212
1561,120054.886368201
1562,130935.116778654
1563,119915.179642798
1564,164111.422098845
1565,146631.493169756
1566,231095.272100056
1567,82843.813136435
1568,214323.48054826
1569,117185.331798195
1570,144721.730220167
1571,125966.995919999
1572,140132.377730311
1573,235927.593859017
1574,127440.538910818
1575,223032.758271745
1576,244300.32317192
1577,182857.4297519
1578,142274.221386657
1579,143948.738932219
1580,194459.501551482
1581,146996.998638388
1582,125589.390167859
1583,303743.208470193
1584,225346.170509711
1585,145494.967547399
1586,73308.9128681577
1587,108320.069852188
1588,145448.578731993
1589,102379.03838844
1590,140525.243408809
1591,96146.5158403011
1592,111129.220352677
1593,126287.468220739
1594,128299.647883669
1595,114130.706199941
1596,226871.901608537
1597,183873.213628323
1598,207015.619710394
1599,187203.515150893
1600,175562.089171662
1601,68740.1383525891
1602,111753.609985644
1603,89390.2760900366
1604,260855.772556979
1605,254277.637088616
1606,170831.425031493
1607,185886.556975799
1608,210343.146274955
1609,186002.001394446
1610,143299.415760452
1611,140508.812904566
1612,166001.423578402
1613,164626.080850739
1614,124163.285920728
1615,92050.5522610586
1616,84103.8388045642
1617,97345.9334474833
1618,126461.707880669
1619,138573.155831315
1620,171875.870170783
1621,141998.812884354
1622,133849.54215682
1623,265578.669009145
1624,209140.118921611
1625,122078.449567613
1626,170323.644628356
1627,184902.287185536
1628,284811.872450427
1629,177510.601646909
1630,349635.492843272
1631,206761.561167009
1632,235738.546221048
1633,172498.804546784
1634,184239.418798625
1635,175965.480441803
1636,161126.525951122
1637,187173.715424417
1638,197712.595350774
1639,182466.372225022
1640,253397.539944717
1641,181357.037700412
1642,229065.639789667
1643,220052.789825116
1644,228295.963387577
1645,189942.620103303
1646,160774.963262071
1647,161781.902660843
1648,128830.129150853
1649,135828.015598321
1650,119100.039717731
1651,123284.673496856
1652,107405.343556733
1653,109566.713471607
1654,149870.882585275
1655,150182.069993219
1656,146601.988149909
1657,150642.787939461
1658,152434.749791238
1659,136322.548813154
1660,156262.219963439
1661,412706.117438848
1662,391763.790745514
1663,354748.342267834
1664,510115.181896978
1665,296543.093022996
1666,313178.01180843
1667,346209.675015997
1668,321527.593672759
