"Id","SalePrice"
1461,117396.657334398
1462,150403.213922912
1463,204113.242970712
1464,205195.034160825
1465,169099.0286352
1466,194724.885088187
1467,210738.448656424
1468,205195.034160825
1469,165164.326038975
1470,130517.160338718
1471,183623.446470557
1472,132062.662242354
1473,149324.542036975
1474,156523.992896337
1475,138429.858379041
1476,235082.533687022
1477,235082.533687022
1478,261541.978554111
1479,263243.813120474
1480,257118.490442482
1481,215088.194018366
1482,199395.409694901
1483,222819.845124829
1484,199395.409694901
1485,220212.230762364
1486,220212.230762364
1487,272336.296211351
1488,198344.194208917
1489,244037.606091587
1490,197061.926634456
1491,220212.230762364
1492,88013.4566123189
1493,217733.639245811
1494,218753.9136719
1495,217600.639872752
1496,196023.013304941
1497,194755.751841546
1498,194755.751841546
1499,196023.013304941
1500,197061.926634456
1501,185797.799523719
1502,192476.56573319
1503,184847.567244915
1504,210083.386585395
1505,215088.194018366
1506,189068.920762492
1507,218753.9136719
1508,162150.470483301
1509,168842.718115378
1510,165255.746373669
1511,165255.746373669
1512,142456.235890429
1513,137513.130785819
1514,293504.140227848
1515,165132.819994507
1516,116004.400239031
1517,163501.654603541
1518,144884.098684364
1519,226271.373771755
1520,152184.19393219
1521,152184.19393219
1522,129652.833208195
1523,125153.994827041
1524,105595.119580621
1525,123689.34362307
1526,113323.097391539
1527,117081.122180934
1528,163788.829666976
1529,131188.100295029
1530,161666.584301932
1531,107855.317195545
1532,88013.4566123189
1533,148643.076352731
1534,151377.236285924
1535,169187.44053894
1536,107572.543898342
1537,101805.544544107
1538,126262.871816775
1539,118987.752040586
1540,106732.020178601
1541,118325.460507827
1542,158182.42518959
1543,143685.782210895
1544,90370.6477585121
1545,97312.0640666544
1546,110614.864441342
1547,111790.479372122
1548,115392.82336191
1549,116354.380550436
1550,118633.679320358
1551,89420.2888066055
1552,109590.535031489
1553,139869.890237084
1554,131528.919288247
1555,129652.833208195
1556,97951.9825799117
1557,96921.8965308381
1558,110614.864441342
1559,123309.142007407
1560,83481.9226355902
1561,161076.657273589
1562,217000.548874183
1563,149634.00142916
1564,162150.470483301
1565,162984.025467946
1566,171906.962565904
1567,91331.1071266609
1568,200772.446362507
1569,160414.652205757
1570,148248.582050004
1571,138538.15910105
1572,162613.894824
1573,183873.048194895
1574,137513.130785819
1575,141002.824072592
1576,193466.015842807
1577,209008.949666952
1578,118333.573972983
1579,177251.875651623
1580,204113.242970712
1581,190923.119434244
1582,151092.749094031
1583,255456.255233613
1584,229300.793845046
1585,170226.322768139
1586,145377.250249259
1587,122241.832927896
1588,144143.112797513
1589,102053.441778259
1590,156523.992896337
1591,150403.213922912
1592,123524.57580156
1593,97312.0640666544
1594,241725.48054572
1595,105475.725146325
1596,157778.26781679
1597,194518.050293293
1598,212978.177177371
1599,144361.928252406
1600,163231.442239936
1601,86977.4894477277
1602,104055.237539009
1603,102894.422436207
1604,230088.333079989
1605,206530.223272383
1606,160252.857209781
1607,202486.296378989
1608,230829.42142893
1609,207907.051459088
1610,226925.378157751
1611,156132.823154015
1612,221645.135676211
1613,207624.82435155
1614,135208.785333529
1615,147577.027939809
1616,147577.027939809
1617,151092.749094031
1618,184962.86357285
1619,153901.07718535
1620,200388.662451014
1621,188964.326856406
1622,186469.847330289
1623,231271.13123269
1624,194724.885088187
1625,110686.224257981
1626,205308.611948174
1627,202793.679299976
1628,246082.170237232
1629,201724.548087447
1630,173362.801885633
1631,181474.539419511
1632,176317.401197623
1633,205195.034160825
1634,206530.223272383
1635,197030.694376469
1636,193466.015842807
1637,160252.857209781
1638,183345.120678882
1639,170786.035924665
1640,201594.495527973
1641,184609.300260012
1642,217635.13276912
1643,211450.383849414
1644,215088.194018366
1645,156523.992896337
1646,181574.987642986
1647,156523.992896337
1648,130517.160338718
1649,149324.542036975
1650,147577.027939809
1651,187377.774627133
1652,135208.785333529
1653,133626.465004881
1654,158377.451310221
1655,138429.858379041
1656,160252.857209781
1657,162150.470483301
1658,162150.470483301
1659,140069.057462822
1660,211443.217970049
1661,302773.186611462
1662,233562.757867662
1663,270943.477028275
1664,236818.226606534
1665,230829.42142893
1666,260163.125457585
1667,291662.785015206
1668,270943.477028275
1669,199395.409694901
1670,270943.477028275
1671,257118.490442482
1672,255456.255233613
1673,247683.408959178
1674,225458.337212112
1675,197061.926634456
1676,174281.617093523
1677,203069.339369597
1678,230088.333079989
1679,257118.490442482
1680,241181.684679967
1681,239622.47869941
1682,254109.486158518
1683,192476.56573319
1684,222819.845124829
1685,224269.71759502
1686,198344.194208917
1687,221645.135676211
1688,221645.135676211
1689,220212.230762364
1690,217635.13276912
1691,217635.13276912
1692,243202.321716121
1693,220212.230762364
1694,210083.386585395
1695,208975.823930546
1696,234763.416740052
1697,207624.82435155
1698,237543.337070331
1699,231271.13123269
1700,199363.807604211
1701,194724.885088187
1702,230829.42142893
1703,230829.42142893
1704,228128.07265876
1705,264638.993725811
1706,232812.894017852
1707,232331.41162757
1708,270943.477028275
1709,229612.485378105
1710,200692.861073332
1711,264638.993725811
1712,272706.486459061
1713,226925.378157751
1714,219051.268694408
1715,217635.13276912
1716,228128.07265876
1717,225458.337212112
1718,220212.230762364
1719,220212.230762364
1720,220212.230762364
1721,221645.135676211
1722,220212.230762364
1723,219051.268694408
1724,205473.958423149
1725,228091.916740969
1726,191201.923246935
1727,166239.03825434
1728,195756.918395376
1729,178163.061317916
1730,189935.721858232
1731,157654.671271832
1732,132741.547046508
1733,117396.657334398
1734,139141.474559565
1735,167250.844385202
1736,134313.388734756
1737,146822.269509312
1738,210991.462908947
1739,221645.135676211
1740,204145.597916641
1741,180546.417743261
1742,185797.799523719
1743,243706.332923051
1744,173290.378624163
1745,148560.846233124
1746,179078.931049273
1747,154692.225121262
1748,221251.791784432
1749,145849.964637121
1750,145849.964637121
1751,234420.713838
1752,125988.330572321
1753,167212.600705655
1754,174912.009804273
1755,175274.496529506
1756,116022.788639718
1757,152184.19393219
1758,126635.989506905
1759,125153.994827041
1760,165491.995233206
1761,137513.130785819
1762,157328.624261921
1763,176175.517228538
1764,109390.886367676
1765,125988.330572321
1766,155809.671402598
1767,163501.654603541
1768,125153.994827041
1769,131188.100295029
1770,195985.303698244
1771,125153.994827041
1772,123689.34362307
